City Number,City Name,Latitude,Longitude,Date,Temperature (°C),Humidity (%),Precipitation (%),Wind Speed (km/h),Clothing Recommendation,Activity Recommendation,Season
8,Lahore,31.5204,74.3587,2023-08-04,11.7,88,45,0.4,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-05,15.0,57,51,6.0,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-06,18.7,66,25,10.7,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-07,14.9,74,50,1.9,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-08,8.9,34,46,2.5,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Summer
8,Lahore,31.5204,74.3587,2023-08-09,12.0,51,50,7.2,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-10,10.5,29,29,13.5,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-11,12.2,53,21,4.4,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-12,15.0,53,36,4.1,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-13,7.0,86,18,0.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Summer
8,Lahore,31.5204,74.3587,2023-08-14,18.0,57,19,14.2,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-15,11.2,80,45,6.6,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-16,13.3,36,9,9.1,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-17,16.0,49,1,12.8,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-18,12.6,21,16,5.5,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-19,16.2,86,25,7.2,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-20,20.7,39,37,12.8,"T-shirts, light trousers or shorts, sandals or sneakers","Beach visits, outdoor sports, picnics, evening walks, sightseeing",Summer
8,Lahore,31.5204,74.3587,2023-08-21,11.2,82,41,2.5,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-22,12.2,68,0,10.0,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-23,7.8,46,14,2.3,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Summer
8,Lahore,31.5204,74.3587,2023-08-24,16.3,35,41,3.0,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-25,14.3,21,53,11.2,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-26,18.8,49,47,3.0,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-27,14.9,32,60,4.9,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-08-28,9.8,88,54,11.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Summer
8,Lahore,31.5204,74.3587,2023-08-29,20.4,27,28,8.5,"T-shirts, light trousers or shorts, sandals or sneakers","Beach visits, outdoor sports, picnics, evening walks, sightseeing",Summer
8,Lahore,31.5204,74.3587,2023-08-30,9.9,43,44,14.0,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Summer
8,Lahore,31.5204,74.3587,2023-08-31,15.8,78,11,0.6,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Summer
8,Lahore,31.5204,74.3587,2023-09-01,8.3,31,47,2.9,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-02,7.5,36,33,4.5,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-03,2.4,81,29,1.5,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-04,8.0,29,12,7.2,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-05,6.1,32,34,8.8,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-06,6.6,21,37,6.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-07,12.2,76,49,9.6,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-09-08,8.5,78,0,3.8,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-09,4.5,42,21,7.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-10,9.7,58,16,13.0,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-11,3.0,84,19,9.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-12,4.5,43,31,0.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-13,10.8,83,10,2.7,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-09-14,10.5,32,59,12.9,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-09-15,6.4,43,12,11.7,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-16,7.8,84,19,4.8,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-17,4.8,58,59,9.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-18,5.5,40,12,11.5,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-19,11.8,40,20,14.4,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-09-20,12.6,73,49,10.9,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-09-21,2.7,58,23,2.2,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-22,4.3,60,28,4.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-23,9.1,20,48,14.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-24,1.9,37,29,11.5,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-25,3.3,46,42,10.8,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-26,4.0,61,27,11.9,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-27,5.5,45,51,3.2,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-28,9.0,33,4,3.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-29,5.0,80,60,14.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-09-30,3.3,82,15,4.2,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-01,7.2,32,3,9.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-02,3.8,56,7,7.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-03,8.1,72,52,2.3,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-04,2.1,45,35,1.3,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-05,4.7,53,35,8.0,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-06,1.9,28,55,11.8,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-07,7.8,66,57,11.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-08,7.6,61,29,3.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-09,3.7,53,16,9.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-10,9.0,72,27,5.9,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-11,4.0,87,3,13.7,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-12,4.1,75,2,14.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-13,9.5,88,31,4.2,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-14,2.6,29,36,1.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-15,5.1,40,51,7.7,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-16,10.8,79,39,9.8,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-10-17,1.2,75,52,4.2,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-18,8.6,39,41,5.0,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-19,4.1,78,33,11.7,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-20,11.9,22,25,8.6,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-10-21,3.9,22,0,3.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-22,4.7,48,37,10.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-23,4.9,45,49,12.3,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-24,13.5,39,12,11.6,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-10-25,2.0,23,34,9.0,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-26,12.0,89,22,14.3,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-10-27,4.0,49,42,3.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-28,4.4,54,14,14.0,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-29,3.2,37,56,13.5,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-30,8.3,68,1,6.7,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-10-31,10.7,68,3,6.7,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-11-01,4.1,68,37,12.2,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-02,0.8,86,7,2.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-03,6.6,65,47,14.9,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-04,4.3,31,51,7.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-05,6.7,78,1,0.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-06,9.3,32,22,5.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-07,2.3,58,14,15.0,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-08,3.6,69,56,7.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-09,10.0,61,2,2.1,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-11-10,4.7,36,33,2.3,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-11,10.4,27,38,12.0,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-11-12,11.5,67,39,6.2,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-11-13,1.5,86,9,11.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-14,8.0,34,50,2.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-15,5.7,67,58,12.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-16,5.2,23,21,0.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-17,8.0,38,58,6.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-18,8.8,87,10,2.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-19,4.4,31,26,14.8,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-20,2.8,73,54,13.5,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-21,8.4,20,19,7.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-22,9.4,61,42,8.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-23,12.4,32,30,7.4,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-11-24,10.6,36,14,7.7,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
8,Lahore,31.5204,74.3587,2023-11-25,7.8,30,47,1.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-26,8.2,33,15,3.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-27,4.7,62,45,14.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-28,8.7,54,48,13.5,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-29,4.4,38,37,11.0,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Autumn
8,Lahore,31.5204,74.3587,2023-11-30,11.8,69,40,0.7,"Light jacket, long sleeves, jeans, comfortable shoes","Hiking, outdoor dining, city tours, cycling, spring festivals",Autumn
9,Faisalabad,31.418,73.079,2023-01-01,-7.8,38,20,0.5,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-02,-2.0,61,0,8.6,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-03,-4.0,71,14,14.9,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-04,-4.8,76,3,11.2,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-05,-1.3,63,10,15.0,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-06,-7.0,82,24,8.2,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-07,-0.3,63,24,7.8,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-08,-8.1,23,30,8.1,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-09,-4.1,34,3,8.3,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-10,-2.7,59,14,6.5,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-11,-0.6,84,5,6.0,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-12,4.5,44,9,12.6,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Winter
9,Faisalabad,31.418,73.079,2023-01-13,-8.6,65,16,9.0,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-14,-4.2,87,1,12.0,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-15,-5.9,87,5,5.6,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-16,-8.9,48,26,14.0,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-17,-0.5,74,27,3.0,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-18,-4.6,71,9,5.8,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-19,-3.2,80,14,4.8,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-20,-1.9,29,8,10.6,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-21,-3.0,28,1,11.3,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-22,-6.6,40,24,14.6,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-23,4.7,70,50,2.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Winter
9,Faisalabad,31.418,73.079,2023-01-24,-3.2,51,26,5.3,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-25,-3.0,37,28,6.0,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-26,-0.1,39,6,6.7,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-27,0.4,21,40,1.8,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Winter
9,Faisalabad,31.418,73.079,2023-01-28,-7.2,80,7,9.9,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-29,-7.2,78,4,1.1,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-01-30,4.3,63,56,4.1,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Winter
9,Faisalabad,31.418,73.079,2023-01-31,1.3,52,7,9.4,"Winter coat, sweater, warm pants, boots, light gloves","Winter photography, cafe hopping, light winter sports, cultural events",Winter
9,Faisalabad,31.418,73.079,2023-02-01,-5.6,82,24,4.4,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
9,Faisalabad,31.418,73.079,2023-02-02,-5.2,66,7,13.0,"Heavy winter coat, thermal layers, gloves, scarf, hat, insulated boots","Skiing, indoor gatherings, hot drinks, museum visits",Winter
